prot_id,LFQ intensity 1,LFQ intensity 2,LFQ intensity 3,LFQ intensity 4,LFQ intensity 5,LFQ intensity 6,LFQ intensity 7,LFQ intensity 8,LFQ intensity 9,LFQ intensity 10,LFQ intensity 11,LFQ intensity 12,LFQ intensity 13,LFQ intensity 14,LFQ intensity 15,LFQ intensity 16,LFQ intensity 17,LFQ intensity 18,LFQ intensity 19,LFQ intensity 20,LFQ intensity 21,LFQ intensity 22,LFQ intensity 23,LFQ intensity 24,LFQ intensity 25,LFQ intensity 26,LFQ intensity 27,desc,valid_points,max,mw,clusters
Tb927.8.3560,0,0,0,0,6328300,6211100,6208600,6684300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNA repair and recombination helicase protein PIF5,4,8,102.46,487
Tb927.8.3610,0,0,0,0,4086600,4468700,6163300,5990700,3297100,2823300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AKAP7 25 RNA ligase-like domain containing protein, putative",6,7,48.915,511
Tb927.8.3650,6050600,0,6111600,7060300,11631000,7377700,7786200,9063900,7932800,6241400,5591500,5727100,0,5238400,6210200,0,5285400,3790400,0,3527900,0,0,3118700,0,0,0,0,"folate transporter, putative",17,5,69.928,416
Tb927.8.3660,0,0,0,0,6011700,5819100,4893600,6326800,5954000,7240200,6137300,4967100,5836400,6072100,7762300,6381200,9531000,7060000,4704000,2588400,0,0,0,0,0,0,0,protein transport protein SEC23,16,17,106.63,186
Tb927.8.3680,0,10897000,5857200,7137800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kinetoplastid kinetochore protein 4,3,2,69.596,244
Tb927.8.3690,0,5758300,5580900,13407000,11017000,9628900,9641900,17795000,19031000,19602000,26873000,30376000,31590000,51154000,48841000,71256000,127670000,142540000,99682000,64181000,54363000,23560000,42509000,0,0,0,0,"isocitrate dehydrogenase [NADP], mitochondrial precursor, putative",22,18,48.565,123
Tb927.8.3750,181610000,246140000,303970000,435650000,428120000,365500000,216800000,152690000,157280000,158860000,165190000,189450000,227060000,281810000,341210000,361360000,297340000,282880000,195870000,171440000,141370000,108840000,119570000,0,15547000,0,0,"nucleolar protein 56, putative",24,4,54.358000000000004,155
Tb927.8.3820,0,0,0,17005000,13978000,15610000,10583000,10795000,10825000,9477400,0,0,0,0,0,0,0,0,9015700,0,0,0,0,0,0,0,0,"conserved protein, unknown function",8,4,34.81,508
Tb927.8.3830,0,0,0,3429500,3149600,3644500,2879700,3097300,2645200,2922700,2377500,0,1686800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mitochondrial,9,6,81.806,533
Tb927.8.3840,0,0,0,0,0,0,4236000,6625700,0,10638000,8923100,9809600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,10,80.04899999999999,76
Tb927.8.3870,11571000,20821000,28249000,36513000,32023000,35751000,14740000,11396000,11533000,11859000,11158000,11527000,8788400,9972400,10350000,8966700,8312700,9891000,15611000,10135000,9529000,14789000,0,0,0,0,0,"SRP40, C-terminal domain containing protein, putative",22,4,127.73,347
Tb927.8.3980,0,5715300,4264800,6262300,5238900,4697000,4159600,5732200,5790100,8234800,9299500,11185000,10625000,12858000,9431800,9489700,5883400,6031900,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",17,14,77.811,32
Tb927.8.4140,0,0,0,18815000,14170000,19021000,8700500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anaphase-promoting complex-associated protein AP3,4,6,45.78,449
Tb927.8.4150,9364500,14290000,11069000,19326000,13217000,11021000,8409700,5853700,13784000,2333900,6719400,6122500,4879800,3288900,2104600,0,0,0,0,0,0,1592900,2173200,0,0,0,0,rhomboid-like protein,17,4,33.246,240
Tb927.8.4170,0,6320200,5671200,10825000,14723000,14501000,8672600,7869800,7036700,7845300,8475500,6784900,6955700,7931300,8222700,4481900,4605000,7092800,5381600,4196800,0,0,0,0,0,0,0,"RNA-binding protein, putative",19,5,93.075,358
Tb927.8.4230,26942000,54208000,42885000,49010000,38425000,32057000,28669000,33858000,42879000,37439000,28889000,26049000,25978000,27001000,26719000,26718000,18404000,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",17,2,119.02,396
Tb927.8.4240,0,6107300,7980100,9742400,8986500,6137000,10230000,10304000,6833900,4837200,7705400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",10,8,183.88,527
Tb927.8.4290,0,25786000,36248000,53290000,39111000,32751000,11071000,13638000,11167000,9135500,6204100,7556400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ribosome biogenesis protein Nop16, putative",11,4,22.468000000000004,221
Tb927.8.4390,0,0,0,0,0,0,6562800,9960500,4191200,3021100,1420700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"translation initiation factor eIF-2B subunit beta, putative",5,8,51.583,279
Tb927.8.4400,52510000,88934000,52784000,43107000,36124000,50620000,45443000,45836000,47503000,34859000,26658000,19849000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",12,2,75.932,236
Tb927.8.4450,58733000,135100000,104590000,133920000,113820000,85491000,48335000,26006000,24578000,21001000,10848000,10692000,13177000,14427000,16421000,14663000,8881200,0,0,3884200,3948600,4583800,0,0,0,0,0,"RNA-binding protein, putative",20,2,47.214,239
Tb927.8.4500,0,20060000,11542000,48133000,127340000,82482000,133600000,97535000,100910000,78096000,85769000,83594000,82775000,91894000,66136000,64704000,80200000,55766000,26562000,5389200,0,0,0,0,0,0,0,Eukaryotic translation initiation factor 4 gamma 5,19,7,84.574,417
Tb927.8.4540,0,34973000,32834000,68698000,116020000,111480000,102580000,81726000,69872000,75528000,44689000,38720000,37321000,21667000,19462000,15366000,7831700,16266000,10075000,9235600,14417000,5959200,0,0,0,0,0,"PAB1-binding protein , putative",21,5,59.599,539
Tb927.8.4550,0,0,0,2628300,2405600,3743000,1660100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mitochondrial SSU ribosomal protein, putative",4,6,21.585,449
Tb927.8.4580,104340000,224370000,111480000,97328000,29733000,24987000,15411000,15709000,25160000,32816000,32422000,26282000,23743000,14296000,13463000,10044000,12396000,5207700,3379000,2592200,0,0,0,0,0,0,0,Basal body protein,20,2,58.083999999999996,253
Tb927.8.4780,29645000,101830000,77025000,149250000,191390000,158100000,263820000,252050000,250980000,144640000,103300000,71284000,58625000,56590000,53065000,36313000,27731000,24651000,28211000,21505000,14294000,0,0,0,0,0,0,Flagellar Member 3,21,7,468.13,505
Tb927.8.4820,12196000,17623000,9549200,15278000,17121000,28335000,53250000,94628000,138800000,151540000,125700000,86897000,62483000,50350000,36442000,30137000,26448000,21004000,25383000,10860000,5066300,0,0,0,0,0,0,eukaryotic translation initiation factor 4 gamma 3,21,10,69.33800000000001,71
Tb927.8.4850,63500000,10320000,5995500,15473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",4,1,32.955999999999996,261
Tb927.8.4860,0,4532900,5523100,8960800,24971000,26520000,11080000,5577900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kinetoplast ribosomal PPR-repeat containing protein 10,7,6,76.539,451
Tb927.8.4870,10718000,11755000,11271000,9334300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Component of motile flagella 6,4,2,136.49,267
Tb927.8.4920,0,0,0,0,0,2343700,3878000,2172100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",3,7,58.293,478
Tb927.8.4950,0,15741000,3825800,18690000,42983000,200300000,183760000,265090000,555640000,598120000,182240000,80973000,35060000,27368000,14348000,2817800,899730,3117400,6681600,0,0,0,0,0,0,0,0,"kinesin, putative",18,10,165.15,290
Tb927.8.5020,0,14017000,12829000,5852000,4311300,0,0,0,2876700,3367800,3135200,4183900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",8,2,50.566,252
Tb927.8.5040,0,0,0,0,8604600,9356300,12635000,8785500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EMG1/NEP1 methyltransferase, putative",4,7,31.11,486
Tb927.8.5070,0,0,0,0,0,0,2682500,2948600,3367100,3710000,4005300,4801100,4070800,2758900,1340100,0,3346300,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",10,12,14.677999999999999,47
Tb927.8.5090,3703400,11125000,18486000,12298000,23238000,51703000,117030000,207900000,253030000,224720000,103760000,31083000,7149000,1248800,0,0,0,0,0,0,0,0,0,0,0,0,0,DNA-directed RNA polymerase I largest subunit,14,9,195.95,294
Tb927.8.5100,0,12028000,9760400,13189000,9238200,11218000,9385100,9869100,15777000,15309000,9168700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",10,9,313.77,502
Tb927.8.5200,143610000,275390000,211460000,208310000,335070000,387990000,203210000,91709000,18109000,6276400,2941500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mitochondrial SSU ribosomal protein, putative",11,6,201.55,228
Tb927.8.5220,0,7023300,6082000,6000800,5770200,4921700,5580200,5520000,7590700,12897000,12677000,12100000,11348000,11388000,13361000,9762900,10249000,8132300,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",17,15,114.05,32
Tb927.8.5230,0,0,0,0,6317100,5503200,7595200,6532500,8619600,8358700,15142000,9783200,6809000,7363300,6737700,5636100,8321400,0,0,0,0,0,0,0,0,0,0,"peptidyl-prolyl cis-trans isomerase, putative",13,11,30.645,66
Tb927.8.5260,0,0,43597000,35166000,101930000,45741000,37912000,0,44302000,0,33482000,0,0,28644000,25719000,0,29441000,0,0,0,10117000,8997800,0,0,0,0,0,"60S ribosomal protein L39, putative",12,5,6.5468,473
Tb927.8.5290,0,0,0,0,0,0,4324300,5162900,4304400,6125800,7217200,8699800,6402100,7659300,7326500,5485900,5389400,0,0,0,0,0,0,0,0,0,0,"WW domain containing protein, putative",11,12,67.435,38
Tb927.8.5300,13136000,14488000,13405000,9596600,16046000,9256600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",6,5,63.846000000000004,257
Tb927.8.5370,64736000,98045000,68715000,68136000,42475000,26699000,26934000,34269000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",8,2,51.062,209
Tb927.8.5380,0,0,0,0,0,0,8718000,6503200,7544600,6323700,3479800,4614000,2965500,3407200,4685900,5680800,4814800,0,5859800,7018600,4874600,0,0,0,0,0,0,"ubiquitin fold modifier protein, putative",14,7,10.47,177
Tb927.8.5400,0,0,0,0,0,0,0,4109800,5243800,9498000,6110400,5587300,3915000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",6,10,108.87,75
Tb927.8.5420,14024000,20435000,18777000,11651000,12418000,10828000,6583400,5976000,4653500,5233200,5161700,5377500,4973900,5722900,5658000,3982600,0,4764900,0,0,0,5993100,0,0,0,0,0,"methyltransferase domain containing protein, putative",18,2,46.375,219
Tb927.8.5490,0,55851000,60470000,77125000,44078000,54739000,26841000,20431000,13986000,8240400,7095000,5098300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleolar protein,Nop52, putative",11,4,71.722,221
Tb927.8.5520,24954000,23318000,24704000,21382000,22289000,31040000,25191000,26110000,16975000,16660000,11955000,9783700,13207000,12820000,16933000,0,15208000,16316000,0,14869000,16650000,18834000,0,0,0,0,0,"hypothetical protein, conserved",20,6,19.535,366
Tb927.8.5540,0,0,0,0,0,0,0,0,0,0,2196200,2144000,2001300,0,0,1062300,2234200,0,0,0,1492400,1324400,0,0,0,0,0,Iron-sulfur assembly protein 1,7,17,29.535999999999998,102
Tb927.8.5560,0,23362000,20738000,22636000,34639000,15695000,10049000,8753700,8395000,7779900,10984000,0,0,0,0,0,0,0,0,9885300,0,0,0,0,0,0,0,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative",11,5,59.988,470
Tb927.8.5580,0,2974400,7866200,13997000,15253000,43908000,74651000,80116000,42515000,24540000,14272000,8217300,7387200,7401700,6992500,0,7896500,5659900,0,0,0,0,0,0,0,0,0,"N-terminal region of Chorein, a TM vesicle-mediated sorter/Integral peroxisomal membrane peroxin, putative",16,8,526.41,286
Tb927.8.560,80228000,77598000,53918000,14763000,10612000,27136000,15605000,16124000,10403000,11186000,8773100,8315600,8014200,0,6470600,12477000,11267000,0,5442500,8874600,0,0,0,0,0,0,0,"hypothetical protein, conserved",18,1,64.616,270
Tb927.8.5610,0,0,0,0,0,0,0,0,4411300,3728900,4470400,4144200,3493400,3345600,2352300,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",7,11,51.623999999999995,88
Tb927.8.5650,0,0,5105600,17817000,14649000,32170000,11916000,6961800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",6,6,103.11,494
Tb927.8.5710,11802000,28893000,19351000,26721000,28147000,9216300,11858000,9533400,11572000,8910600,5021900,6681800,4223700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"recombination initiation protein NBS1, putative",13,2,100.49,239
Tb927.8.5760,23912000,39619000,31891000,40449000,29759000,36827000,18715000,15629000,16069000,17999000,13706000,14104000,12787000,10917000,13899000,16537000,12525000,12781000,18083000,15201000,11353000,11423000,0,0,0,0,0,"Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative",22,4,53.809,347
Tb927.8.580,29960000,26330000,35162000,11432000,9015900,9093000,6330800,5327200,4846800,4702800,4895700,5251100,4990000,4883400,6523400,3533100,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",16,3,40.102,270
Tb927.8.5820,0,8284800,10840000,11054000,6996500,6413900,3964900,5154100,3169900,2672400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Las1-like, putative",9,4,41.998999999999995,221
Tb927.8.5860,0,13157000,6994500,0,12955000,13333000,0,12857000,0,0,0,0,3713500,0,0,0,0,0,0,0,0,3951900,0,0,0,0,0,mitochondrial ribosomal protein L17,7,6,35.06,229
Tb927.8.5970,0,0,0,0,0,8755700,7336900,10388000,8105200,12455000,10395000,9364000,8926500,9920200,7745000,5509300,7350100,4407200,0,0,0,0,0,0,0,0,0,"Cullin 5, putative",13,10,84.834,66
Tb927.8.5990,0,0,0,9443700,10950000,8225800,0,0,13668000,4263400,0,0,15245000,7971400,3657600,0,0,0,0,4005700,11538000,11012000,0,0,0,0,0,"NLE (NUC135) domain/WD domain, G-beta repeat, putative",11,13,58.287,477
Tb927.8.600,0,0,0,0,0,2079300,6548800,12535000,4245900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bucentaur or craniofacial development, putative",4,8,33.648,279
Tb927.8.6000,0,33942000,31423000,28614000,25647000,34032000,32859000,29005000,13440000,23343000,12935000,10171000,5765000,7338600,9368000,0,0,0,0,0,0,0,0,0,0,0,0,"fatty acid desaturase, putative",14,6,49.385,527
Tb927.8.6060,122720000,150130000,96218000,93727000,61867000,101210000,110230000,115560000,133090000,209180000,258830000,357560000,504860000,794760000,2192700000,3786800000,4474100000,3918700000,2807000000,2317900000,2212500000,1115300000,891260000,492420000,73966000,17083000,62582000,"glycine acetyltransferase, putative",27,17,43.733999999999995,109
Tb927.8.6160,573890000,1960400000,2084600000,825550000,574750000,792800000,574140000,659770000,373140000,352080000,270260000,281700000,242110000,288590000,290200000,224430000,119180000,121250000,117250000,110000000,116760000,203310000,137750000,63505000,237230000,442610000,579670000,"40S ribosomal protein S8, putative",27,3,24.936999999999998,210
Tb927.8.6170,19250000,29408000,17124000,21813000,17773000,18062000,51176000,64987000,99407000,80315000,243910000,538420000,770330000,1059300000,875570000,806360000,820420000,1132000000,1070700000,586920000,246430000,105020000,83903000,0,0,0,0,"transketolase, putative",23,18,72.609,112
Tb927.9.14370,195370000,384350000,473330000,360260000,372060000,338300000,181100000,149180000,137030000,154940000,97836000,97735000,120400000,109880000,175910000,155900000,131580000,109590000,97681000,117840000,85777000,117180000,37429000,62032000,82138000,0,177490000,"60S ribosomal protein L26, putative",26,3,16.454,344
Tb927.8.620,0,0,0,12540000,14612000,20652000,33070000,32168000,17293000,13201000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RNA-editing complex protein MP42,7,7,42.266999999999996,275
Tb927.8.6200,0,0,0,0,5331500,0,0,15060000,17753000,30880000,41380000,55010000,39287000,35731000,27842000,18623000,10138000,8481000,0,0,0,0,0,0,0,0,0,"tubulin folding cofactor D, putative",12,12,147.63,15
Tb927.8.6210,0,0,0,0,0,0,7698200,8038600,10094000,7880200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phosphatidylinositol 3-kinase, putative",4,9,106.22,293
Tb927.8.6230,0,4836500,5341100,4534100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",3,3,37.268,246
Tb927.8.6240,27561000,73283000,59431000,44087000,27337000,13541000,19167000,19776000,18682000,23531000,23165000,15502000,15312000,11621000,12438000,8900500,12353000,13558000,21003000,8931000,4772000,22329000,60580000,24956000,0,0,0,STOP axonemal protein,24,2,30.041999999999998,216
Tb927.8.6270,0,9659700,11021000,7049100,0,8459300,8024600,8983300,11572000,8950200,7857600,8260100,5556100,4913000,4280800,0,3661100,4607100,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",15,9,69.168,402
Tb927.8.6330,0,0,0,0,0,0,6222400,9648900,9228200,14510000,21570000,48604000,50806000,62491000,80401000,91233000,84252000,84584000,70927000,21076000,6322900,0,0,0,0,0,0,"WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative",15,16,94.632,111
Tb927.8.6360,0,0,4049900,9271100,32840000,38447000,30528000,14385000,8459000,5281400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SPRY domain containing protein, putative",8,6,97.741,488
Tb927.8.6410,33485000,22086000,20886000,18562000,16423000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"beta-ketoacyl-ACP reductase 3, putative",5,1,52.913000000000004,256
Tb927.8.6420,21868000,23188000,18459000,5732500,3837600,8209400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beta-ketoacyl-ACP reductase 2,6,2,55.286,270
Tb927.8.6440,0,11585000,6521500,12162000,28455000,13774000,9684600,8669300,19022000,9454300,15327000,10116000,6075200,3869000,3338200,6637300,5802300,5351700,4883300,12596000,17735000,2818400,0,0,0,21892000,19229000,"RNA-binding protein, putative",23,5,20.37,377
Tb927.8.6460,0,0,0,3502700,3651200,3773900,3846800,4221700,4110000,4769600,6235300,6127200,5010900,5490900,5429200,6932100,4784800,0,5790800,3802800,2120300,3102500,0,0,0,0,0,"kinase binding protein CGI-121, putative",18,16,19.277,167
Tb927.8.6480,0,0,1963700,2213100,2356400,2159600,0,1647300,1284800,2074400,1894900,2116100,3097300,1833400,2513100,0,0,0,0,0,0,0,0,0,0,0,0,"folate-binding protein YgfZ, putative",12,13,36.943000000000005,12
Tb927.8.650,49070000,50327000,62131000,51964000,66865000,65750000,75714000,72625000,58165000,52031000,46367000,36984000,32606000,24991000,26510000,16084000,22279000,0,0,0,0,0,0,0,0,0,0,"cation-transporting ATPase, putative",17,7,140.4,400
Tb927.8.6520,25594000,34534000,24739000,22751000,19666000,11843000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",6,2,46.247,257
Tb927.8.6580,78987000,85323000,69468000,170740000,127860000,133620000,186560000,188580000,176280000,179750000,188790000,185210000,171380000,156360000,124670000,76270000,99947000,57771000,71210000,66199000,7475000,3177800,11817000,0,0,0,0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",23,11,66.88,426
Tb927.8.6640,9423700,0,8317800,0,0,5887700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Male sterility protein, putative",3,1,67.498,262
Tb927.8.6650,0,4346300,8054400,8359000,28677000,22588000,12504000,5976700,0,1830100,0,3999400,4243500,1492300,0,0,0,0,0,0,4681600,6099400,0,0,0,0,0,"RNA-binding protein, putative",13,5,71.652,451
Tb927.8.6660,196550000,199420000,196490000,216750000,218400000,284930000,289490000,287290000,316490000,348300000,318060000,306220000,293000000,229840000,211430000,198430000,172370000,194150000,222090000,256970000,197950000,113080000,28327000,0,0,0,0,"paraflagellar rod component, putative",23,10,69.055,160
Tb927.8.6770,9448500,37787000,28378000,15104000,15942000,21880000,17694000,17638000,19280000,0,13857000,20348000,10742000,14375000,20796000,15622000,0,0,0,19579000,18382000,37518000,30552000,22951000,0,0,0,"WD domain, G-beta repeat, putative",20,2,45.761,383
Tb927.8.6800,0,0,0,0,0,3912900,4060200,3131900,1496100,1680500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",5,7,57.207,286
Tb927.8.6820,20978000,29204000,18842000,16829000,11698000,7903000,11682000,10460000,10528000,10943000,0,0,0,0,0,0,0,0,0,0,10921000,17899000,0,0,0,0,0,"hypothetical protein, conserved",12,2,47.159,248
Tb927.8.6830,0,5937800,8224100,8689000,7305600,4458600,6822900,5220500,4397700,3735400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kinesin, putative",9,4,198.66,526
Tb927.8.6850,8689200,12208000,14132000,16591000,10813000,8449900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative",6,4,32.389,220
Tb927.8.6860,0,0,0,0,3445900,3873700,5310100,8112100,6227700,6734100,8126100,5412400,4890900,4880100,3884900,0,0,0,0,0,0,0,0,0,0,0,0,"High-temperature-induced dauer-formation protein, putative",11,11,81.64699999999999,60
Tb927.8.6930,0,0,0,0,0,0,3328600,3881000,3488800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"serine/threonine-protein kinase NRKB, putative",3,8,47.915,272
Tb927.8.6960,35581000,52855000,21565000,37980000,43170000,17435000,5856800,1886800,1780100,607750,4715300,0,0,0,1446800,0,0,0,0,0,0,3411900,4814400,0,0,0,0,"NADH-ubiquinone oxidoreductase complex I subunit, putative",14,2,42.527,263
Tb927.8.6970,0,7498500,8792600,8390900,8017500,0,14909000,25542000,27228000,21821000,10186000,6960700,8179700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3-methylcrotonyl-CoA carboxylase alpha subunit, putative",11,9,73.906,314
Tb927.8.6980,29494000,20297000,17560000,41624000,37413000,20043000,18765000,20606000,12472000,9921400,11890000,10912000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flagellum attachment zone protein 14,12,4,95.057,465
Tb927.8.7020,0,0,0,0,6597700,2990500,8174200,11179000,34833000,52613000,94947000,178470000,287270000,420360000,517030000,608180000,441450000,183370000,119030000,31901000,8752500,3733000,0,0,0,0,0,"peptidase, putative",18,16,118.86,94
Tb927.8.7040,0,0,12249000,36821000,44262000,15241000,24664000,16300000,19049000,12382000,10437000,10800000,8051000,12170000,0,0,9712300,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",13,5,21.365,468
Tb927.8.7090,0,0,0,0,0,0,0,0,0,6283000,4760600,7477600,5852000,6059800,5689700,7040000,4823700,3888200,0,0,0,0,0,0,0,0,0,"Component of IIS longevity pathway SMK-1, putative",9,12,96.00299999999999,24
Tb927.8.7100,116950000,253620000,246080000,337200000,910690000,1304300000,1062000000,577510000,557000000,217680000,97271000,23151000,4579700,2174800,1227700,0,0,0,0,0,0,0,0,0,0,0,0,acetyl-CoA carboxylase,15,6,242.91,488
Tb927.8.7190,0,0,0,17491000,12514000,19719000,25279000,43236000,35618000,85772000,41475000,28186000,32733000,25565000,19457000,24824000,30174000,0,0,27358000,42385000,25540000,0,0,0,0,0,hypothetical protein,17,10,34.544000000000004,74
Tb927.8.7260,22562000,38758000,29420000,71214000,58182000,62913000,41684000,40789000,29322000,28147000,17643000,12368000,8601100,8423300,7671500,4265100,0,0,0,0,0,0,0,0,0,0,0,"kinetoplast-associated protein, putative",16,4,114.45,531
Tb927.8.7380,22831000,35163000,47004000,35209000,30371000,66348000,71096000,61751000,54713000,43504000,25110000,18854000,10938000,7597400,6681600,0,0,0,0,0,0,0,0,0,0,0,0,"dihydrolipoamide dehydrogenase, point mutation",15,7,60.013999999999996,504
Tb927.8.7390,19888000,6827500,5595600,11829000,13503000,11843000,11090000,11119000,8865700,10221000,7553000,9371800,8788700,10740000,11226000,9283100,11269000,12480000,10569000,0,13827000,18174000,0,0,0,0,0,protein phosphatase 1,21,1,39.294000000000004,368
Tb927.8.7480,18499000,55650000,162130000,287750000,125770000,65501000,48554000,31309000,12214000,27772000,4558700,3773200,2609500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",13,4,70.712,461
Tb927.8.7490,0,0,0,7497800,16600000,28484000,77772000,113130000,65613000,35347000,22410000,30570000,27640000,46145000,48744000,0,0,0,69324000,21326000,0,0,0,0,0,0,0,symplekin,14,8,157.97,333
Tb927.8.750,0,17144000,15961000,64994000,102460000,114490000,107040000,65407000,64926000,15386000,16653000,14709000,11243000,10845000,6963300,0,0,0,0,9802700,0,0,0,0,0,0,0,"nucleolar RNA-binding protein, putative",15,6,39.760999999999996,510
Tb927.8.7530,8084100,29383000,24561000,52094000,105780000,83275000,117080000,144590000,102180000,117130000,111500000,102730000,116860000,110300000,101800000,111670000,154160000,137090000,86210000,111770000,99437000,107990000,61824000,65514000,94055000,115810000,112700000,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",27,17,39.775999999999996,149
Tb927.8.7950,9441400,18438000,19244000,27084000,26292000,28775000,40826000,56591000,54468000,51330000,28758000,13565000,5775400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flagellar Member 4,13,8,191.21,503
Tb927.8.7990,0,0,0,0,0,24601000,25361000,30878000,33740000,24312000,11280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645), putative",6,9,550.54,308
Tb927.8.8050,15932000,14384000,5141200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoporin NUP75,3,1,74.82300000000001,269
Tb927.8.8170,9468700,17426000,27129000,17192000,25781000,44301000,87785000,96344000,61430000,53272000,23900000,17132000,10774000,5075000,3895200,2467700,2222300,0,0,0,0,0,0,0,0,0,0,"mitochondrial RNA binding protein 1, putative",17,8,100.4,275
Tb927.8.8180,12940000,13553000,31361000,20131000,42645000,16288000,70931000,67920000,64540000,50786000,45911000,27550000,24301000,22123000,22070000,22585000,12853000,13269000,14743000,6594600,5809200,0,0,0,0,0,0,mitochondrial RNA binding complex 1 subunit,21,7,103.45,404
Tb927.8.8190,0,39921000,13815000,7272000,5879800,4694500,3890000,0,3427500,3109400,2362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hypothetical protein, conserved",9,2,75.214,250
Tb927.8.8200,24961000,231590000,125800000,38809000,19678000,33951000,7903100,8176600,6707800,5672500,4257800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flagellar-associated protein 59, putative",11,2,99.865,250
